,last_name,sentence,article_id,race
228,cousy,recent jd survey examined decline in nfl viewership last season and found that only 12 percent respondents watched fewer games than prior years those who watched fewer games 26 percent blamed anthem protests however that 26 percent represented only 3 percent national survey’s total respondents nba television ratings also dipped last season though social activism by players has not been tied to drop for their part have generally embraced franchise’s history pioneering racial equality legacy that dates to 1950 when rookie named helped first drafted by nba team make his at time when blacks were not welcome at hotels and restaurants in some cities visited last year,2017_178,white
229,jasmin,dark haired 22 year old slugger after months waiting 27 year old ad man who was new to town had been waiting two decades for this after southern connecticut childhood in which inherited his dad’s inexplicable love for but never made it to fenway,2017_267,white
230,oscar,he’s major investor in filmnation which has financed and produced several nominated movies in recent years,2017_237,hispanic
231,walton,everybody’s familiar with walton’s famous son,2017_394,white
232,fitz,led for time by mayor honey,2017_475,white
233,katherine,and it often neglects to see at other than to offer her her own separate but equal coffee pot tv,2017_1500,white
234,pesaturo,but certainly you’ll probably have some extra friends sitting next to you during trip ” mbta spokesman commuter rail will add coaches to trains as demand warrants if rail is not option suggested using traffic and mapping apps like waze to find turnpike alternative other roads won’t be picnic either,2017_1331,white
235,dismukes,by contrast his victims are sympathetic and blurrier earlier scenes have established algee as soon to break out vocal group dramatics we see them warming to follow and vandellas at local theater and his agent and friend fred jacob as shyer two boal’s well researched script has been based on interviews with and others who were present including melvin “star wars awakens” security guard from nearby store who was at algiers but powerless to intervene ndismukes’s kindness and concern tries to soften edges intolerable situation is one few subtle notes in “detroit ” and finds bitter complicated nobility in character us marine just returned from vietnam who lands at hell,2017_1017,white
236,jankowski,it’s her after her name is fenway,2017_70,white
237,mike,new announcer sherm longtime radio host and big band songwriter who had just signed on to fenway gig at $12 game leaned into now batting 25 right,2017_267,white
238,belichick,after starting game in 16 0 hole anyone else sick or am late to game is over at games laughing with chatting with and hugging after super bowl xlix,2017_1431,white
239,popkin,and her friend donna,2017_889,white
240,smith,reggie raced for home sliding in just ahead throw 1 0 red,2017_475,white
241,jankowski,when tonya drove in from connecticut for sunday’s game parked in lot near gate they hadn’t told jankowski’s daughter where they were going to fenway first visit for year old,2017_70,white
242,scott,already was on shoulders and first baseman,2017_1023,white
243,russell,movie references how tamerlan had been on terrorism watch list before and his brother carried out attacks and accuracy this is disputed movie portrays older brother’s wife as being uncooperative with investigators who grilled her after bombings and denied her requests for lawyer film also suggests she knew or should have known something was before her husband and his brother carried out attacks and that enforcement continues to seek information about russell’s possible involvement in bombings her lawyer amato has spoken out against how she is portrayed in movie it untrue,2017_1596,white
